Page url,Poster,Name,Organizer,Description,Category,Highlights,Refund Policy,Address,Price,Date & Time
https://www.eventbrite.ca/e/wedbiz-masterclass-the-30-day-shortcut-stop-posting-start-automating-tickets-1980122189773,https://cdn.evbuc.com/images/1177229197/2050359737923/1/logo.20260210-233437,"Wedbiz Masterclass: The 30-Day Shortcut: Stop Posting, Start Automating.",K2B Productions Inc,The ultimate social media masterclass for wedding pros. Learn content strategies that drive inquiries and build a brand couples love,"Business, Startups","Free parking, 6 hours, ages 18+, In person, Doors at 9:30 AM",Refunds up to 7 days before event,"30 Clark Boulevard, Brampton, ON L6W 1X3, Canada",254.20 CAD - 362.52 CAD,Mar 11 at 10:00 AM EDT
https://www.eventbrite.com/e/forest-bathing-the-way-of-stillness-a-year-of-shinrin-yoku-at-oakhenge-tickets-1967205825580,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1170502093%2F19998983748%2F1%2Foriginal.20251108-234547?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C44%2C1456%2C728&s=078b7ea6a38bfa394cc3346b0270c895,Forest Bathing: The Way of Stillness — A Year of Shinrin Yoku at Oakhenge,Oakhenge Houses of Healing,"Slow, sensory forest walks to calm your nervous system. Breathe, listen, and reconnect with nature through seasons at Oakhenge.","Health, Other","1 hour, In person",Refunds up to 7 days before event,"1018 Orrs Lake Road, Cambridge, ON N1R 5S3, Canada",107.83 CAD - 27.96 CAD,Apr 12 at 11:00 AM
https://www.eventbrite.ca/e/the-age-of-surveillance-capitalism-north-york-reading-group-tickets-1982158241659,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1176421756%2F1995224393363%2F1%2Foriginal.20260202-043150?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C237%2C2550%2C1275&s=61d326052925e3b9cdf6330f5394cb6c,The Age of Surveillance Capitalism (North York Reading Group),Toronto Book Lovers,Join us to read together and share your thoughts! North York Reading Group proposed one book as the discussion theme for each session.,"Community, Other","1 hour 30 minutes, In person",Refunds up to 7 days before event,"5150 Yonge Street, Toronto, ON M2N 6L8, Canada",CAD 0.0,Feb 22 at 10:00 AM EST
https://www.eventbrite.ca/e/brantford-wedding-expo-spring-2026-tickets-1730914524939,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1174237115%2F466519136421%2F1%2Foriginal.20260107-192456?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=feb023dd72da90c76fcd79a9877e1d06,Brantford Wedding Expo Spring 2026,The Wedding Ring,"Plan your wedding at the Brantford Wedding Expo! Meet local wedding pros, see the latest in fashion and decor, win great prizes and more!",Other,"4 hours, In person",No Refunds,"30 Fen Ridge Court, Brantford, ON N3V 1G2, Canada",Free,Mar 28 at 11:00 AM EDT
https://www.eventbrite.ca/e/june-5th-pa-day-camp-2026-tickets-1772713897989,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1144773623%2F309130854867%2F1%2Foriginal.20251004-233014?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C83%2C1000%2C500&s=42b4eb49c0d06c10f05258387f7e6975,June 5th P.A. Day Camp 2026,Burlington Training Centre,"Round out the nearing end of the school year on a high note with our June P.A. Day Camp! Featuring light martial arts skill-building, streng","Family & Education, Education","In person, Doors at 8:45 AM",Refunds up to 7 days before event,"5353 Lakeshore Rd. Unit #17, Burlington, ON L7L 1C8, Canada",35.94 CAD - 70.56 CAD,Apr 11 at 12:00 AM
https://www.eventbrite.ca/e/2026-niagara-engineering-week-morning-technical-session-and-luncheon-tickets-1982188331659,https://cdn.evbuc.com/images/1176560702/135911583712/1/logo.20260203-142837,2026 Niagara Engineering Week - Morning Technical Session and Luncheon,Niagara Engineering Week Committee,"Join us in person for the 2026 Niagara Engineering Week Luncheon to connect, eat, and celebrate innovation!","Business, Career","Free parking, 4 hours, In person",No Refunds,"125 Vansickle Road, St. Catharines, ON L2S 3W4, Canada",CAD 0.0 - CAD 560.0,Mar 4 at 10:00 AM EST
https://www.eventbrite.ca/e/2026-ontario-prayer-breakfast-tickets-1596571070049,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1145299073%2F513039767171%2F1%2Foriginal.20251006-021006?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C37%2C1200%2C600&s=4a354a25f577c1de9de06f7c33cd1ae6,2026 Ontario Prayer Breakfast,Ontario Prayer Breakfast,"For more than 50 years, Ontario's Christian community has gathered to pray for our provincial and municipal politicians.","Spirituality, Christianity","1 hour 45 minutes, In person",Refunds up to 7 days before event,"123 Queen Street West, Toronto, ON M5H 2M9, Canada",CAD 0.0,Mar 12 at 7:15 AM EDT
https://www.eventbrite.com/e/rise-canada-2026-tickets-1979072079866,https://cdn.evbuc.com/images/1173644458/2987214298078/1/logo.20251229-141111,RISE CANADA 2026,RISE Canada,"RISE Canada 2026 is a powerful two-day convention where resilience, voice, and community collide,designed to help Immigrants RISE","Business, Career","Free parking, 1 day 7 hours, In person, Doors at 9:59 AM",Refunds up to 7 days before event,"1500 Gulleden Drive, Mississauga, ON L4X 2T7, Canada",25.00 CAD,Apr 24 at 10:00 AM EDT
https://www.eventbrite.ca/e/future-skills-for-2026-1-day-workforce-training-in-mississauga-tickets-1978082050662,https://cdn.evbuc.com/images/1171396639/2824010078961/1/logo.20251120-063130,Future Skills for 2026: 1 Day Workforce Training in Mississauga,Catils_inc,"Explore 2026 skill trends, AI impact, future job demands, digital transformation, and workforce strategies for the evolving workplace.","Business, Career","Paid parking, Parking available, 8 hours, ages 18+, In person",Refunds up to 7 days before event,"2 Robert Speck Parkway, Suite 750 Ph No +1 469 666 9332, Mississauga, ON L4Z 1H8, Canada",467.04 CAD - 622.29 CAD,Mar 19 at 9:00 AM
https://www.eventbrite.ca/e/screen-composers-guild-of-canada-panel-talk-tickets-1983150657000,https://cdn.evbuc.com/images/1177521020/1751376966843/1/logo.20260214-044620,SCREEN COMPOSERS GUILD OF CANADA PANEL TALK,SINÉ INSTITUTE,In Conversation with RISE Tribe: Hyphenated - Filipinx Creativity Across Film,"Film & Media, Film","Paid parking, Parking available, 1 hour 30 minutes, all ages, In person, Doors at 1:30 PM",No Refunds,"51 Dockside Drive, Toronto, ON M5A 0B6, Canada",Free,Mar 5 at 2:30 PM EST
https://www.eventbrite.ca/e/8th-global-conference-on-machine-learning-and-artificial-intelligence-2026-tickets-1839645161199,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1020040023%2F1917235214013%2F1%2Foriginal.png?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C940%2C470&s=68ba0d9abd3ed33abee05ff3c8e7b001,8th Global Conference on Machine Learning and Artificial intelligence 2026,GlobalTech Zone,Get ready for the ultimate gathering of tech enthusiasts and experts at the 2026 Global Conference on Machine Learning and Artificial Intell,"Science & Tech, High Tech","9 hours, In person",No Refunds,"240 Belfield Road, Etobicoke,, Toronto, ON M9W 1H3, Canada",118.24 GBP,Feb 18 at 9:00 AM MST
https://www.eventbrite.com/e/2026-mcca-chinese-new-year-gala-tickets-1976354784362,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F910193723%2F2523656730531%2F1%2Foriginal.20241202-214620?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C134%2C800%2C400&s=4baaf35a38b634020c3ae0f141426406,2026 MCCA Chinese New Year Gala,Milton Chinese Canadian Association (MCCA),Get ready to celebrate the Chinese New Year in style at the 2026 MCCA Chinese New Year Gala!,,,Refunds up to 1 day before event,"4343 Regional Road 25, Milton, ON L9T 2X5, Canada",CAD 0.0 - CAD 11.98,Feb 21 at 6:00 PM EST
https://www.eventbrite.ca/e/recurrence-2026-tickets-1979110916026,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1173566241%2F1413019327643%2F1%2Foriginal.20251227-140255?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C2849%2C4892%2C2446&s=02e7505f31a42a96b8d455cac8389ed8,Recurrence 2026,Ubermensch Events,"Recurrence 2026, Is our one year journey with all of you guys. It will be on April 11 2026","Community, State","10 hours, In person",No Refunds,"TBH, Toronto, ON M6E 4V8, Canada",CAD 45.0 - CAD 70.56,Apr 11 at 8:00 PM EDT
https://www.eventbrite.ca/e/9th-global-conference-on-machine-learning-and-artificial-intelligence-2026-tickets-1974946816091,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1020040023%2F1917235214013%2F1%2Foriginal.png?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C940%2C470&s=68ba0d9abd3ed33abee05ff3c8e7b001,9th Global Conference on Machine Learning and Artificial intelligence 2026,GlobalTech Zone,Get ready for the ultimate gathering of tech enthusiasts and experts at the 2026 Global Conference on Machine Learning and Artificial Intell,"Science & Tech, High Tech","9 hours, In person",No Refunds,"240 Belfield Road, Etobicoke,, Toronto, ON M9W 1H3, Canada",118.24 GBP,Mar 19 at 9:00 AM MDT
https://www.eventbrite.ca/e/pauz-power-reclaiming-your-midlife-mojo-tickets-1554971715259,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1108624793%2F1973021443093%2F1%2Foriginal.20250829-130435?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C75%2C1600%2C800&s=5e031da7854fdfef058535235e1a2e02,PAUZ & Power: Reclaiming Your Midlife Mojo,PAUZ Health,"Discover expert-led answers on menopause, hormones, lifestyle & sexual health—plus amazing vendors, tools, and exclusive swag!","Health, Personal health","6 hours, In person",Refunds up to 7 days before event,"6250 Highway 7, Vaughan, ON L4H 4G3, Canada",99.00 CAD,Sep 28 at 10:00 AM
https://www.eventbrite.ca/e/2026-acce-magnolia-event-tickets-1982794930011,https://cdn.evbstatic.com/s3-build/prod/21894412222-rc2026-02-11_20.04-py27-de056fe/django/images/logos/eb_orange_on_white_1200x630.png,2026 ACCE Magnolia Event,Association of Chinese Canadian Entrepreneurs (ACCE),2026 ACCE Magnolia Event,"Business, Startups","2 hours 30 minutes, In person",No Refunds,"130 Saint George Street #8th Floor, Toronto, ON M5S 3H1, Canada",30.00 CAD,Mar 12 at 4:00 PM EDT
https://www.eventbrite.com/e/pnb-minds-graduate-research-day-2026-tickets-1981862392767,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1176067012%2F2990267674135%2F1%2Foriginal.20260128-162123?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=127%2C0%2C808%2C404&s=94e999a1c5ee6392ed78753aacf648b0,PNB + MiNDS Graduate Research Day 2026,PNB + MiNDS Graduate Research Day Committee,An event to celebrate all of the amazing research from our very own graduate students within the PNB Department!,"Science & Tech, Science","9 hours, In person",Refunds up to 7 days before event,"King Street West, Hamilton, ON L8S 4S4, Canada",Free,Apr 9 at 9:00 AM EDT
https://www.eventbrite.ca/e/largest-eid-festival-2026-at-ikon-event-space-tickets-1978627977544,https://cdn.evbuc.com/images/1173278819/247124087708/1/logo.20251219-172326,LARGEST EID FESTIVAL 2026 AT IKON EVENT SPACE,Sunshine Media Inc,"Get ready to celebrate Eid in style at the biggest festival of 2026, with amazing vibes and unforgettable moments waiting for you!","Community, Other","10 hours 30 minutes, In person",Refunds up to 7 days before event,"6887 Dixie Road, Mississauga, ON L5S 0B8, Canada",USD 0.0,Mar 7 at 1:00 PM
https://www.eventbrite.ca/e/workstudy-program-end-of-the-year-celebration-tickets-1979771634252,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1174035915%2F1366425810233%2F1%2Foriginal.20260105-200151?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C231%2C2048%2C1024&s=0621bfd56a79efb309b8475027c4e1c8,Work/Study Program: End of the Year Celebration,"Career Centre, York University","Celebrate the End of the Year with Us! Join us for the Work/Study End-of-Year Celebration—an afternoon of food, drinks, and networking!","Family & Education, Education","2 hours 30 minutes, In person",Refunds up to 7 days before event,"99 Ottawa Road, Toronto, ON M3J 1P3, Canada",CAD 0.0,Mar 26 at 1:30 PM EDT
https://www.eventbrite.ca/e/asatmu-x-irtmu-x-ssa-tmu-grand-iftar-tickets-1983163592691,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1177534594%2F765054634353%2F1%2Foriginal.20260214-162500?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C420%2C1080%2C540&s=cb5e743ea7efdc6401191d37e9e5049c,ASATMU X IRTMU X SSA TMU Grand Iftar,Islamic Relief TMU,Ramadan Kareem!,"Spirituality, Islam","2 hours 30 minutes, In person",No Refunds,"245 Church Street, Toronto, ON M5B 2R2, Canada",CAD 0.0,Feb 23 at 5:00 PM EST
https://www.eventbrite.ca/e/10th-global-conference-on-machine-learning-and-artificial-intelligence-2026-tickets-1979392447093,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1020040023%2F1917235214013%2F1%2Foriginal.png?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C940%2C470&s=68ba0d9abd3ed33abee05ff3c8e7b001,10th Global Conference on Machine Learning and Artificial intelligence 2026,GlobalTech Zone,Get ready for the ultimate gathering of tech enthusiasts and experts at the 2026 Global Conference on Machine Learning and Artificial Intell,"Science & Tech, High Tech","9 hours, In person",No Refunds,"240 Belfield Road, Etobicoke,, Toronto, ON M9W 1H3, Canada",118.24 GBP,Apr 20 at 9:00 AM MDT
https://www.eventbrite.ca/e/gcw-stratford-august-22nd-2026-live-wrestling-tickets-1395215620479,https://cdn.evbuc.com/images/1174874713/2828738618651/1/logo.20260114-190330,GCW : STRATFORD : AUGUST 22nd 2026 : LIVE WRESTLING,Pop Culture Canada,LIVE WRESTLING COMES TO YOUR TOWN !,"Film & Media, TV","2 hours 30 minutes, In person",No Refunds,"552 Ontario Street, Stratford, ON N5A 3J3, Canada",25.07 CAD - 72.99 CAD,Aug 22 at 6:00 PM EDT
https://www.eventbrite.ca/e/celebrate-ramadan-and-eid-festival-at-ikon-event-space-tickets-1980522773931,https://cdn.evbuc.com/images/1174681032/247124087708/1/logo.20260112-234434,Celebrate Ramadan and Eid Festival at Ikon Event Space,Sunshine Media Inc,"21st Annual Eid Bazaar 2026 Ikon Event Space 6887 Dixie Rd, Mississauga RAMADAN FESTIVAL, 180 Vendors, kids magic show, Live performances","Spirituality, Islam","9 hours 30 minutes, In person",Refunds up to 7 days before event,"6887 Dixie Road, Mississauga, ON L5S 0B8, Canada",USD 0.0,Mar 7 at 2:00 PM
https://www.eventbrite.ca/e/celebrate-excellence-2026-ontario-outstanding-young-farmers-regional-event-tickets-1980492672898,https://cdn.evbuc.com/images/1175401045/1604195447973/1/logo.20260121-001352,Celebrate Excellence: 2026 Ontario Outstanding Young Farmers Regional Event,Ontario's Outstanding Young Farmer Program,"Join Ontario’s top ag leaders for elite networking, exclusive farm tours, and the 2026 OYF Awards Banquet in the heart of St. Jacobs.","Business, Other","22 hours 30 minutes, all ages, In person",No Refunds,"1430 King Street North, St. Jacobs, ON N0B 2N0, Canada",CAD 151.94 - CAD 182.02,Apr 8 at 4:30 PM EDT
https://www.eventbrite.ca/e/the-perspective-exchange-tickets-1982051780230,https://cdn.evbuc.com/images/1176302900/2194275847823/1/logo.20260130-231612,The Perspective Exchange,Women in Communications and Technology,Join the GTA chapter of WCT for a celebration of International Women’s Day 2026 in partnership with Monday Girl and Ellevate Network,"Business, Other","2 hours, In person",Refunds up to 7 days before event,"56 Yonge Street, Toronto, ON M5E 1G5, Canada",CAD 22.6,Mar 4 at 6:00 PM EST
https://www.eventbrite.ca/e/128th-global-conference-on-african-business-and-technology-gcabt-tickets-1979702799365,https://cdn.evbuc.com/images/1173986551/1371272017873/1/logo.20260105-090536,128th Global Conference on African Business and Technology (GCABT),Global Conference Alliance Inc.,"Global platform exploring African business growth, technology, investment, entrepreneurship, and sustainable development.","Business, Finance","2 days 4 hours, In person",No Refunds,"80 Cooperage St,, Toronto, ON M5A 0J3, Canada",500.00 USD,Mar 27 at 1:00 PM EDT
https://www.eventbrite.ca/e/cala-connects-2026-tickets-1416019585699,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1144183433%2F1348043136003%2F1%2Foriginal.20251003-220946?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=78a828188bf90fd968c5cab47c25fb4f,CALA Connects 2026,CALA Inc.,"Get ready to network, learn, and discover at CALA Connects 2026 - where connections are made and memories are created!","Business, Other","15 hours, In person",Refunds up to 7 days before event,"970 Dixon Road, Toronto, ON M9W 5N4, Canada",1015.87 CAD - 450.87 CAD,May 6 at 8:00 AM EDT
https://www.eventbrite.ca/e/canadian-msb-association-2026-spring-conference-tickets-1978145488406,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1176288171%2F144142049483%2F1%2Foriginal.20260130-193653?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C26%2C1920%2C960&s=fe58bcf5d6cd2fab52dd35f48c8d4188,Canadian MSB Association 2026 Spring Conference,Canadian MSB Association (CMSBA),"Being held on May 26, 2026 at The Great Hall - - 9am-5 pm with networking from 5:30 - 7:00 pm","Business, Startups","10 hours, In person",Refunds up to 5 days before event,"1087 Queen Street West, Toronto, ON M6J 1H3, Canada",107.83 CAD - 533.83 CAD,May 26 at 9:00 AM EDT
https://www.eventbrite.ca/e/u-of-t-transportation-alumni-reception-2026-registration-1980730200349,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1175150799%2F449309849808%2F1%2Foriginal.20260117-230519?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C5760%2C2880&s=ac8de19cb62420d2f5f01fbb9ab3ac1d,U of T Transportation Alumni Reception 2026,U of T Transportation Alumni Network,Join us for a night of networking and fun at the 2026 U of T Transportation Alumni Reception at Hart House!,"Business, Other","3 hours 30 minutes, In person",Refunds up to 7 days before event,"7 Hart House Circle, Toronto, ON M5S 3H3, Canada",CAD 22.0,Mar 5 at 5:30 PM EST
https://www.eventbrite.ca/e/148th-global-conference-on-digital-marketing-and-technology-gcdmt-tickets-1978770486793,https://cdn.evbuc.com/images/1173350724/1371272017873/1/logo.20251221-100933,148th Global Conference on Digital Marketing and Technology (GCDMT),Global Conference Alliance Inc.,"Explores digital marketing trends, AI tools, data analytics, innovation strategies, and technology-driven business growth worldwide.","Science & Tech, Other","2 days 4 hours, In person",No Refunds,"RESIDENCE & CONFERENCE CENTRE, TORONTO DOWNTOWN, 80 Cooperage St,, Toronto, ON M5A 0J3, Canada",500.00 USD,Apr 17 at 1:00 PM EDT
https://www.eventbrite.ca/e/11th-global-conference-on-machine-learning-and-artificial-intelligence-2026-tickets-1979392464144,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1020040023%2F1917235214013%2F1%2Foriginal.png?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C940%2C470&s=68ba0d9abd3ed33abee05ff3c8e7b001,11th Global Conference on Machine Learning and Artificial intelligence 2026,GlobalTech Zone,Get ready for the ultimate gathering of tech enthusiasts and experts at the 2026 Global Conference on Machine Learning and Artificial Intell,"Science & Tech, High Tech","9 hours, In person",No Refunds,"240 Belfield Road, Etobicoke,, Toronto, ON M9W 1H3, Canada",118.24 GBP,May 19 at 9:00 AM MDT
https://www.eventbrite.ca/e/sell-goods-or-promote-services-at-bollywoodmonster-mashup-2026-registration-1839504781319,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1160042443%2F177690221252%2F1%2Foriginal.20251022-195826?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C504%2C3000%2C1500&s=8f69dad65212a8eb7653b12d3fa1c893,Sell goods or promote services at #BollywoodMonster Mashup 2026,MonsterArts,Reach 60-90K in-person attendees,"Community, Other","Free parking, 2 days 1 hour, In person",No Refunds,"300 City Centre Drive, Mississauga, ON L5B 3C1, Canada",1080.00 CAD - 550.00 CAD,Jul 24 at 6:00 PM EDT
https://www.eventbrite.ca/e/125th-global-conference-on-african-economy-and-culture-gcaec-tickets-1979705808365,https://cdn.evbuc.com/images/1173987758/1371272017873/1/logo.20260105-094240,125th Global Conference on African Economy and Culture (GCAEC),Global Conference Alliance Inc.,"International gathering exploring African economic growth, cultural heritage, policy development, innovation, and sustainable futures.","Business, Finance","2 days 4 hours, In person",No Refunds,"80 Cooperage St,, Toronto, ON M5A 0J3, Canada",500.00 USD,Mar 27 at 1:00 PM EDT
https://www.eventbrite.ca/e/burlington-vegfest-2026-tickets-1980838063972,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1175208494%2F1320528723953%2F1%2Foriginal.20260119-023910?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C122%2C1474%2C737&s=f35b603982454580004defa2fed82ea5,Burlington VegFest 2026,Burlington VegFest,"Get ready for Burlington VegFest 2026—your go-to spot for tasty plant-based eats, fun vibes, and good times!","Food & Drink, Food","7 hours, In person",Refunds up to 7 days before event,"1400 Lakeshore Road, Burlington, ON L7S 1B3, Canada",CAD 0.0,Aug 15 at 11:30 AM EDT
https://www.eventbrite.ca/e/black-then-muted-melodies-tickets-1964484816970,https://cdn.evbuc.com/images/1039915593/1875666485623/1/logo.20250527-181036,B'Lack Then: Muted Melodies,Canada Black Music Archives,An immersive exhibition that explores the lives of 23 influential artists across 10 music genres!,,,Refunds up to 7 days before event,"134 Ian Macdonald Boulevard, Toronto, ON M7A 2C5, Canada",CAD 0.0,Feb 17 at 8:30 AM
https://www.eventbrite.ca/e/the-next-6-social-date-tba-tickets-1671563875549,https://cdn.evbuc.com/images/1077068833/272630255770/1/logo.20250719-192502,The Next 6+ Social (Date TBA),RFG,"A top-tier networking event for entrepreneurs, investors, influencers, day-traders & anyone making moves in the Greater Toronto Area.","Business, Other","4 hours, In person",No Refunds,"627 King Street West, Toronto, ON M5V 1M5, Canada",CAD 8.42 - CAD 16.66,Apr 5 at 3:00 PM EDT
https://www.eventbrite.ca/e/tech-builders-2026-building-the-new-digital-economy-tickets-1979568928955,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1173889129%2F128151761545%2F1%2Foriginal.20260103-094042?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=85cb9dcb301380ea81c62f2e4f9d3820,Tech Builders 2026: Building the New Digital Economy,Global Startups,"Global Startups supports pre-seed founders. Tech Builders 2026, during the FIFA World Cup, showcases Canada’s next digital economy.","Science & Tech, High Tech","5 hours 30 minutes, In person",No Refunds,"250 Front Street West, Toronto, ON M5V 3G5, Canada",170.00 CAD - 95.00 CAD,Jun 16 at 9:30 AM EDT
https://www.eventbrite.ca/e/senior-music-theatre-production-grades-9-12-tuesdays-700-815pm-registration-1689677694469,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1081855823%2F150032373129%2F1%2Foriginal.20250726-174714?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C296%2C3654%2C1827&s=2478ed76f67d1b2dbcc46246feca5e2c,"Senior Music Theatre Production (Grades 9-12)-Tuesdays, 7:00-8:15pm",Centre Stage Theatre School,"Acting techniques, character development, voice instruction, musical theatre scene study, and stage movement.","Arts, Theatre",In person,Refunds up to 7 days before event,"3505 Mainway, Burlington, ON L7M 1A9, Canada",118.83 CAD,Sep 16 at 7:00 PM EDT
https://www.eventbrite.ca/e/1up-conference-2026-blueprint-to-bloom-tickets-1977384690840,https://cdn.evbuc.com/images/1174130220/202039088522/1/logo.20260106-190130,1UP Conference 2026 - Blueprint to Bloom,1UP Youth City Builders,Trying to shape tomorrow’s cities? Start here!,"Science & Tech, High Tech","1 day 7 hours, In person",Refunds up to 30 days before event,"198 York Boulevard, Toronto, ON M3J 1P3, Canada",107.83 CAD,Mar 28 at 9:30 AM EDT
https://www.eventbrite.ca/e/cesas-conference-on-education-2026-tickets-1981598019018,https://cdn.evbuc.com/images/1176090243/201231629600/1/logo.20260128-192832,CESA's Conference on Education 2026,Brock Concurrent Education Student Association,Join CESA for our annual Conference on Education!,"Business, Educators","Free parking, 6 hours, In person",No Refunds,"1812 Sir Isaac Brock Way, St. Catharines, ON L2S 3A1, Canada",27.96 CAD,Feb 28 at 10:00 AM EST
https://www.eventbrite.ca/e/2026-vegetable-garden-workshop-series-at-allan-gardens-tickets-1978194907219,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1173092897%2F235343698208%2F1%2Foriginal.20251216-220535?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=8eff11e4c96e8d3173b0ee5b12c76259,2026 Vegetable Garden Workshop Series at Allan Gardens,Friends of Allan Gardens,Come spend Winter in Toronto's premier indoor green space getting ready to make the garden (or balcony) of your dreams!,"Home & Lifestyle, Home & Garden","No parking, 2 hours, all ages, In person",Refunds up to 7 days before event,"19 Horticultural Avenue, Toronto, ON M5A 2P2, Canada",Donation,Mar 29 at 1:00 PM
https://www.eventbrite.ca/e/largest-eid-bazaar-2026-in-gta-ikon-event-space-mississauga-tickets-1981373327961,https://cdn.evbuc.com/images/1175588442/140863554548/1/logo.20260122-201703,Largest Eid Bazaar 2026 in GTA (IKON EVENT SPACE) Mississauga,Sunshine Media Inc,"21st Annual Eid Bazaar BIGGER & BETTER venue, IKON EVENT SPACE (6887 Dixie rd, Mississauga) free entry, kids magic show, 1000s of gifts","Community, Heritage","Free parking, 9 hours 30 minutes, all ages, In person",Refunds up to 7 days before event,"6887 Dixie Road, Mississauga, ON L5S 0B8, Canada",USD 0.0,Mar 7 at 2:00 PM
https://www.eventbrite.ca/e/146th-global-conference-on-international-business-and-marketing-gcibm-tickets-1978381500324,https://cdn.evbuc.com/images/1173192546/1371272017873/1/logo.20251218-105355,146th Global Conference on International Business and Marketing (GCIBM),Global Conference Alliance Inc.,"International forum on global business strategies, marketing innovation, branding, trade trends, networking, and practical insights.","Business, Sales & Marketing","2 days 4 hours, In person",No Refunds,"RESIDENCE & CONFERENCE CENTRE, TORONTO DOWNTOWN, 80 Cooperage St,, Toronto, ON M5A 0J3, Canada",500.00 USD,Apr 17 at 1:00 PM EDT
https://www.eventbrite.com/e/women-in-health-it-networking-event-february-2026-tickets-1981969563317,https://cdn.evbuc.com/images/1030194173/2762947854641/1/logo.20250513-215949,Women in Health IT Networking Event - February 2026,Women in Health IT,"Connect, learn, and share with women working in health IT! Join us for Women in Health IT Networking Event: February 25, 2026, 5:30-8:30 pm.","Science & Tech, Medicine","3 hours, In person",Refunds up to 1 day before event,"142 Cumberland Street, Toronto, ON M5R 1A8, Canada",CAD 25.0,Feb 25 at 5:30 PM EST
https://www.eventbrite.ca/e/2026-u-of-t-school-of-continuing-studies-career-expo-networking-event-tickets-1757476743249,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1140015413%2F1496861321903%2F1%2Foriginal.20250930-135120?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=115%2C0%2C1050%2C525&s=e2cfe2ad8aaa3fcb77a75247d4e18572,2026 U of T School of Continuing Studies Career Expo & Networking Event,University of Toronto School of Continuing Studies,"Expand your career horizons, connect with top employers and take the next step in your future. Join us for this U of T SCS one-day event!","Business, Career","5 hours, In person",Refunds up to 7 days before event,"7 Hart House Circle, Toronto, ON M5S 3H3, Canada",Free,Mar 12 at 10:00 AM EDT
